"state_fips","county_fips","STNAME","CTYNAME","land_area","hail_tot_intensity","tornado_tot_intensity","hurricane_tot_intensity","wind_tot_intensity","highfirerisk","hail_scaled","tornado_scaled","wind_scaled","hurricane_scaled","fire_scaled","risk_ind_sum"
1,1,"Alabama","Autauga County",0.1502600704145,97.18,30,393770.833333333,5810,0.156088474970896,-0.19017224724801,0.974282117830606,0.306148721713675,-0.109937531601708,0.533567051822169,1.51388811251673
1,3,"Alabama","Baldwin County",0.409937682202052,146.95,58,23481494.212963,7780,0.476767169179229,0.181296219179457,2.87598322890859,0.82421587798463,6.90322611143791,2.72446801721936,13.5091894547299
1,5,"Alabama","Barbour County",0.223255726739205,80.29,12,1150042.24537037,2179,0.00606871654425495,-0.31623418009832,-0.248240025005239,-0.648725310986748,0.119788677602963,-0.491379224627525,-1.58479006311487
1,7,"Alabama","Bibb County",0.156525097951499,74.65,17,980837.962962963,3873,0.0684463619612602,-0.358329461405351,0.0913494591158291,-0.203240152244111,0.0683909151595153,-0.0652104580972004,-0.467039697471317
1,9,"Alabama","Blount County",0.16440370938,98.43,46,173391.203703704,8208,0.014492126665513,-0.180842619298757,2.06096846701802,0.936770569803903,-0.17688039906298,-0.433829852935836,2.20618616552435
1,11,"Alabama","Bullock County",0.154681952841001,30.51,4,1148537.03703704,1599,0.0063949560909705,-0.687777283549381,-0.791583199598948,-0.801252697096979,0.119331453121149,-0.489150331499422,-2.65043205862358
1,13,"Alabama","Butler County",0.191692124895,38.27,18,828259.837962963,3103,0.00202641577709426,-0.629858953240417,0.159267355940043,-0.405733406218037,0.0220435407831718,-0.518996527595101,-1.37327799033034
1,15,"Alabama","Calhoun County",0.154328662627999,148.33,30,65578.125,6370,0.264050365332475,0.191596128435433,0.974282117830606,0.453416542785622,-0.209629871645283,1.27117080938775,2.68083572679412
1,17,"Alabama","Chambers County",0.150586857390365,87.27,13,758956.597222222,2573,0.0215038716298162,-0.26413753762969,-0.180322128181025,-0.545111879732558,0.000991877944183679,-0.385925083804431,-1.37450475140352
1,19,"Alabama","Cherokee County",0.151938798826766,112.46,14,118125,5202,0.241283844024213,-0.0761268751963385,-0.112404231356812,0.146257944549848,-0.193668149164214,1.11562822294886,0.879686911781347
1,21,"Alabama","Chilton County",0.174812055149001,94.67,24,362405.671296296,4713,0.18693766066838,-0.208906140170111,0.566774736885324,0.0176615793638089,-0.119465063201046,0.74433100947514,1.00039612235312
1,23,"Alabama","Choctaw County",0.227715697035334,67.15,15,1155617.47685185,5264,0.0017728870548678,-0.41430722910087,-0.0444863345325981,0.162562596168528,0.121482218801656,-0.520728654899826,-0.69547740356311
1,25,"Alabama","Clarke County",0.308576293434498,96.84,32,4705361.11111111,6535,0.0576244521856388,-0.192709906050207,1.11011791147903,0.496807954351463,1.19975800150023,-0.139146559880897,2.47482740139962
1,27,"Alabama","Clay County",0.151835491852499,43.91,20,133202.546296296,3640,0.160046457607434,-0.587763671933386,0.29510314958847,-0.264514084940117,-0.189088169675863,0.560608286977573,-0.185654489983323
1,29,"Alabama","Cleburne County",0.141308060648754,40.52,15,163046.875,2734,0.265964384248809,-0.613065622931761,-0.0444863345325981,-0.502772381174373,-0.180022608833237,1.28424753062717,-0.0560994168447994
1,31,"Alabama","Coffee County",0.167191942850999,42.66,44,2811426.50462963,5224,0.00707196029776675,-0.59709329988264,1.9251326733696,0.15204346609196,0.624453407536255,-0.484524987823537,1.62001125929163
1,33,"Alabama","Colbert County",0.158870838944833,121.98,37,181255.787037037,15592,0.0358029707887489,-0.00507242873482567,1.4497073956001,2.87860198193828,-0.174491440697789,-0.288232562544309,3.86051294556146
1,35,"Alabama","Conecuh County",0.209553543255999,34.51,17,2227686.9212963,3075,0.148414557692942,-0.657922474111771,0.0913494591158291,-0.413096797271634,0.447135741540289,0.48113827162474,-0.0513957991025465
1,37,"Alabama","Coosa County",0.16642186465,49.27,9,458572.916666667,1711,0.135033568382384,-0.547758227286988,-0.45199371547788,-0.771799132882589,-0.0902531475091851,0.389718345923582,-1.47208587723306
1,39,"Alabama","Covington County",0.256013862746188,112.93,26,1615468.75,5754,0.0340235091124771,-0.0726189350874192,0.702610530533752,0.291421939606481,0.26116737428535,-0.300389978596085,0.882190930742078
1,41,"Alabama","Crenshaw County",0.150586864688502,34,15,152380.787037037,2971,0.00239576134531214,-0.661728962315066,-0.0444863345325981,-0.44044653547071,-0.183262556708796,-0.516473130884972,-1.84639751991214
1,43,"Alabama","Cullman County",0.191080041017998,258.68,86,107167.24537037,12793,0.0184149705509581,1.01521568379551,4.77768433998657,2.14252585483046,-0.196996694171197,-0.407028688371594,7.33140049606975
1,45,"Alabama","Dale County",0.138198773910461,55.15,19,1824793.98148148,8108,0.00415394624893649,-0.503871657413701,0.227185252764256,0.910472744612484,0.324752340150457,-0.504461079344701,0.454077600768795
1,47,"Alabama","Dallas County",0.246517364179,124.04,34,786204.861111111,4058,0.00388058010423748,0.0103027981255437,1.24595370512746,-0.154589175639986,0.0092688540019491,-0.506328737412246,0.604607444202722
1,49,"Alabama","DeKalb County",0.197869084693414,193.13,61,509921.875,13284,0.16450983227299,0.525969994136669,3.07973691938123,2.27164817652033,-0.0746553061036084,0.591102398498886,6.39380218243351
1,51,"Alabama","Elmore County",0.1634661706885,110.56,23,690141.203703703,7332,0.0687143897528167,-0.0903079096792033,0.498856840061111,0.706401621127072,-0.0199115956452198,-0.0633792720599613,1.0316596838038
1,53,"Alabama","Escambia County",0.2333438030103,53.52,24,5295085.64814815,4534,0.535677352637022,-0.516037492259527,0.566774736885324,-0.0294115277288311,1.37889366656999,3.12694682276655,4.52716620623351
1,55,"Alabama","Etowah County",0.138753387069,126.03,30,445016.203703704,9174,0.0451444108141384,0.0251555658207548,0.974282117830606,1.19080756115301,-0.0943711562408238,-0.224411141478743,1.8714629470848
1,57,"Alabama","Fayette County",0.158567914361,48.89,38,167719.328703704,4584,0.00518644370920147,-0.550594434183561,1.51762529242431,-0.0162626151331216,-0.178603296850856,-0.497406979015244,0.274757967241531
1,59,"Alabama","Franklin County",0.164303438505988,121.12,22,137798.032407407,7581,0.00957520891364902,-0.0114912127639119,0.430938943236897,0.771883205853706,-0.187692237492052,-0.467422604945544,0.536216093889095
1,61,"Alabama","Geneva County",0.14174867651503,34.5,16,3663296.875,4220,0.0183285526763576,-0.657997111135365,0.0234315622916155,-0.111986698829887,0.883218908656877,-0.407619101792595,-0.270952440809354
1,63,"Alabama","Greene County",0.164642146733,39.4,24,572334.490740741,2200,0.00204568700988749,-0.621424969574292,0.566774736885324,-0.64320276769655,-0.0556967504945197,-0.518864865082768,-1.27241461596281
1,65,"Alabama","Hale County",0.163559528575,62.14,26,233647.569444444,2713,0.00493287007249174,-0.451700377921477,0.702610530533752,-0.508294924464571,-0.158576829389778,-0.499139413179098,-0.915101014421173
1,67,"Alabama","Henry County",0.139768993864995,32.01,21,1397376.73611111,4791,0.0255127315961557,-0.676581730010277,0.363021046412684,0.0381738830131158,0.194919396626698,-0.358536250904016,-0.439003654861796
1,69,"Alabama","Houston County",0.142476594775597,85.92,32,1735135.41666667,10105,0.0358041416682795,-0.274213535814883,1.11011791147903,1.43564031368512,0.297517511635441,-0.288224563007263,2.28083763797745
1,71,"Alabama","Jackson County",0.287465416261847,120.47,32,228780.671296296,9101,0.0284929454363841,-0.0163426192975236,1.11011791147903,1.17161014876327,-0.160055206126442,-0.338175205728359,1.76715502908998
1,73,"Alabama","Jefferson County",0.2825943612835,493.39,110,327438.657407407,19336,0.186418609309663,2.76702126457089,6.40771386376769,3.86319255710501,-0.130086699058291,0.740784811541064,13.6486257979264
1,75,"Alabama","Lamar County",0.152716366317545,124.8,28,546608.217592593,8546,0.000511104915900009,0.0159752119186896,0.838446324182179,1.0256572189509,-0.0635114042196542,-0.529349245404631,1.28721810542748
